Date,Year,Month_Num,Month,Country,Scenario,Units_Sold,Price_per_Plant,Revenue,COGS,Gross_Profit,Gross_Margin_pct,Operating_Expenses,EBITDA,EBITDA_Margin_pct,Market_Area_Harvested_ha,Market_Production_t,Market_Yield_kg_ha,Budget_Revenue,Budget_EBITDA,Budget_Units_Sold,Revenue_Variance_vs_Budget,Revenue_Variance_vs_Budget_pct,EBITDA_Variance_vs_Budget,EBITDA_Variance_vs_Budget_pct,Units_Variance_vs_Budget_pct
2025-07-01,2025,7,Jul,Chile,Forecast,16859.43,4.363424999999999,73564.85834774999,31234.622989499996,42330.23535824999,57.541380910637855,21666.666666666668,20663.568691583325,28.088912499367748,14038.0,97218.79,6925.4,79050.9807,24155.99879933333,17935.559999999998,-5486.122352250008,-6.939980128861334,-3492.430107750006,-14.457817028233963,-5.99997992814274
2025-08-01,2025,8,Aug,Chile,Forecast,14986.16,4.363424999999999,65390.98519799999,27764.109323999997,37626.87587399999,57.541380910637855,21666.666666666668,15960.209207333322,24.407353947958978,14038.0,97218.79,6925.4,70267.5384,19064.59152533334,15942.720000000001,-4876.553202000017,-6.939980128861348,-3104.382318000018,-16.283497676175564,-5.999979928142762
2025-09-01,2025,9,Sep,Chile,Forecast,13112.890000000001,4.363424999999999,57217.11204825,24293.595658500002,32923.516389749995,57.541380910637855,21666.666666666668,11256.849723083327,19.673921524719145,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,-4266.984051750005,-6.939980128861331,-2716.3345282500013,-19.439624350411087,-5.999979928142752
2025-10-01,2025,10,Oct,Chile,Forecast,13112.890000000001,4.363424999999999,57217.11204825,24293.595658500002,32923.516389749995,57.541380910637855,21666.666666666668,11256.849723083327,19.673921524719145,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,-4266.984051750005,-6.939980128861331,-2716.3345282500013,-19.439624350411087,-5.999979928142752
2025-11-01,2025,11,Nov,Chile,Forecast,13112.890000000001,4.363424999999999,57217.11204825,24293.595658500002,32923.516389749995,57.541380910637855,21666.666666666668,11256.849723083327,19.673921524719145,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,-4266.984051750005,-6.939980128861331,-2716.3345282500013,-19.439624350411087,-5.999979928142752
2025-12-01,2025,12,Dec,Chile,Forecast,11239.619999999999,4.363424999999999,49043.23889849999,20823.081992999996,28220.156905499996,57.54138091063786,21666.666666666668,6553.4902388333285,13.362678293732696,14038.0,97218.79,6925.4,52700.6538,8881.776977333331,11957.039999999999,-3657.4149015000075,-6.939980128861338,-2328.2867385000027,-26.214199528336373,-5.999979928142752
2025-01-01,2025,1,Jan,Mexico,Forecast,9804.34,4.378031249999999,42923.70690562499,17859.585744,25064.12116162499,58.39225679350734,14733.333333333334,10330.787828291655,24.067790442716504,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,1050.9091556249914,2.50976579568293,700.761203624992,7.276835578315427,1.9997669608785573
2025-02-01,2025,2,Feb,Mexico,Forecast,11204.960000000001,4.378031249999999,49055.66503499999,20410.955136,28644.70989899999,58.39225679350734,14733.333333333334,13911.376565666656,28.358348736565365,5843.0,80533.93,13783.7,47854.626,13110.50661866666,10985.28,1201.0390349999943,2.5097657956829384,800.8699469999956,6.108611743955964,1.9997669608785573
2025-03-01,2025,3,Mar,Mexico,Forecast,12605.58,4.378031249999999,55187.623164374985,22962.324527999997,32225.298636374988,58.39225679350734,14733.333333333334,17491.965303041652,31.695449631781138,5843.0,80533.93,13783.7,53836.454249999995,16590.98661266666,12358.439999999999,1351.16891437499,2.509765795682932,900.9786903749919,5.430531115534292,1.9997669608785573
2025-04-01,2025,4,Apr,Mexico,Forecast,14006.2,4.378031249999999,61319.58129374999,25513.69392,35805.88737374998,58.392256793507336,14733.333333333334,21072.554040416646,34.36513034795375,5843.0,80533.93,13783.7,59818.2825,20071.46660666666,13731.6,1501.2987937499856,2.509765795682926,1001.0874337499845,4.987614773588478,1.9997669608785573
2025-05-01,2025,5,May,Mexico,Forecast,15406.82,4.378031249999999,67451.53942312498,28065.063312,39386.47611112498,58.39225679350734,14733.333333333334,24653.142777791647,36.54941457027681,5843.0,80533.93,13783.7,65800.11074999999,23551.946600666655,15104.76,1651.4286731249886,2.5097657956829336,1101.1961771249917,4.675605782384975,1.9997669608785573
2025-06-01,2025,6,Jun,Mexico,Forecast,14006.2,4.378031249999999,61319.58129374999,25513.69392,35805.88737374998,58.392256793507336,14733.333333333334,21072.554040416646,34.36513034795375,5843.0,80533.93,13783.7,59818.2825,20071.46660666666,13731.6,1501.2987937499856,2.509765795682926,1001.0874337499845,4.987614773588478,1.9997669608785573
2025-07-01,2025,7,Jul,Mexico,Forecast,12605.58,4.378031249999999,55187.623164374985,22962.324527999997,32225.298636374988,58.39225679350734,14733.333333333334,17491.965303041652,31.695449631781138,5843.0,80533.93,13783.7,53836.454249999995,16590.98661266666,12358.439999999999,1351.16891437499,2.509765795682932,900.9786903749919,5.430531115534292,1.9997669608785573
2025-08-01,2025,8,Aug,Mexico,Forecast,11204.960000000001,4.378031249999999,49055.66503499999,20410.955136,28644.70989899999,58.39225679350734,14733.333333333334,13911.376565666656,28.358348736565365,5843.0,80533.93,13783.7,47854.626,13110.50661866666,10985.28,1201.0390349999943,2.5097657956829384,800.8699469999956,6.108611743955964,1.9997669608785573
2025-09-01,2025,9,Sep,Mexico,Forecast,9804.34,4.378031249999999,42923.70690562499,17859.585744,25064.12116162499,58.39225679350734,14733.333333333334,10330.787828291655,24.067790442716504,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,1050.9091556249914,2.50976579568293,700.761203624992,7.276835578315427,1.9997669608785573
2025-10-01,2025,10,Oct,Mexico,Forecast,9804.34,4.378031249999999,42923.70690562499,17859.585744,25064.12116162499,58.39225679350734,14733.333333333334,10330.787828291655,24.067790442716504,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,1050.9091556249914,2.50976579568293,700.761203624992,7.276835578315427,1.9997669608785573
2025-11-01,2025,11,Nov,Mexico,Forecast,9804.34,4.378031249999999,42923.70690562499,17859.585744,25064.12116162499,58.39225679350734,14733.333333333334,10330.787828291655,24.067790442716504,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,1050.9091556249914,2.50976579568293,700.761203624992,7.276835578315427,1.9997669608785573
2025-12-01,2025,12,Dec,Mexico,Forecast,9804.34,4.378031249999999,42923.70690562499,17859.585744,25064.12116162499,58.39225679350734,14733.333333333334,10330.787828291655,24.067790442716504,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,1050.9091556249914,2.50976579568293,700.761203624992,7.276835578315427,1.9997669608785573
2025-01-01,2025,1,Jan,Peru,Forecast,26272.050000000003,4.244524999999999,111512.37302624999,46769.503410000005,64742.869616249984,58.058911185586126,53733.333333333336,11009.536282916648,9.872927984704447,28157.0,353600.0,12558.1,102229.804875,5191.415351666663,24325.95,9282.568151249987,9.0800996466736,5818.120931249985,112.07195990168893,8.000098660072897
2025-02-01,2025,2,Feb,Peru,Forecast,31526.46,4.244524999999999,133814.84763149996,56123.404092,77691.44353949996,58.058911185586126,53733.333333333336,23958.110206166624,17.90392518485138,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,11139.081781499961,9.080099646673583,6981.745117499959,41.126266318111504,8.000098660072874
2025-03-01,2025,3,Mar,Peru,Forecast,36780.87,4.244524999999999,156117.32223674998,65477.304774000004,90640.01746274998,58.058911185586126,53733.333333333336,36906.684129416644,23.640351756384927,28157.0,353600.0,12558.1,143121.72682500002,28761.314825666683,34056.33,12995.595411749964,9.080099646673588,8145.369303749962,28.320573496455765,8.000098660072897
2025-04-01,2025,4,Apr,Peru,Forecast,42035.28,4.244524999999999,178419.79684199995,74831.205456,103588.59138599996,58.058911185586126,53733.333333333336,49855.25805266662,27.94267168503507,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,14852.109041999967,9.080099646673595,9308.993489999964,22.958942310486734,8.000098660072874
2025-05-01,2025,5,May,Peru,Forecast,47289.689999999995,4.244524999999999,200722.27144724995,84185.10613799999,116537.16530924996,58.05891118558614,53733.333333333336,62803.831975916626,31.28892051842964,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,16708.62267224997,9.080099646673599,10472.617676249967,20.01218167092422,8.000098660072874
2025-06-01,2025,6,Jun,Peru,Forecast,52544.100000000006,4.244524999999999,223024.74605249998,93539.00682000001,129485.73923249997,58.058911185586126,53733.333333333336,75752.40589916662,33.96591958514528,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,18565.136302499974,9.0800996466736,11636.241862499963,18.148686898744355,8.000098660072897
2025-07-01,2025,7,Jul,Peru,Forecast,57798.51,4.244524999999999,245327.22065774995,102892.907502,142434.31315574993,58.058911185586126,53733.333333333336,88700.97982241659,36.15619154882172,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,20421.649932749948,9.080099646673592,12799.866048749915,16.863871177066617,8.000098660072874
2025-08-01,2025,8,Aug,Peru,Forecast,57798.51,4.244524999999999,245327.22065774995,102892.907502,142434.31315574993,58.058911185586126,53733.333333333336,88700.97982241659,36.15619154882172,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,20421.649932749948,9.080099646673592,12799.866048749915,16.863871177066617,8.000098660072874
2025-09-01,2025,9,Sep,Peru,Forecast,52544.100000000006,4.244524999999999,223024.74605249998,93539.00682000001,129485.73923249997,58.058911185586126,53733.333333333336,75752.40589916662,33.96591958514528,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,18565.136302499974,9.0800996466736,11636.241862499963,18.148686898744355,8.000098660072897
2025-10-01,2025,10,Oct,Peru,Forecast,47289.689999999995,4.244524999999999,200722.27144724995,84185.10613799999,116537.16530924996,58.05891118558614,53733.333333333336,62803.831975916626,31.28892051842964,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,16708.62267224997,9.080099646673599,10472.617676249967,20.01218167092422,8.000098660072874
2025-11-01,2025,11,Nov,Peru,Forecast,42035.28,4.244524999999999,178419.79684199995,74831.205456,103588.59138599996,58.058911185586126,53733.333333333336,49855.25805266662,27.94267168503507,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,14852.109041999967,9.080099646673595,9308.993489999964,22.958942310486734,8.000098660072874
2025-12-01,2025,12,Dec,Peru,Forecast,31526.46,4.244524999999999,133814.84763149996,56123.404092,77691.44353949996,58.058911185586126,53733.333333333336,23958.110206166624,17.90392518485138,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,11139.081781499961,9.080099646673583,6981.745117499959,41.126266318111504,8.000098660072874
2025-01-01,2025,1,Jan,Spain,Forecast,6902.58,4.64043125,32030.947937624995,13216.715055,18814.232882624994,58.73767120243403,13866.666666666666,4947.566215958328,15.446206042958515,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,-1156.5768873749985,-3.484974831578145,-747.8160573749992,-13.130217103712095,-2.9999747051036585
2025-02-01,2025,2,Feb,Spain,Forecast,8053.010000000001,4.64043125,37369.4392605625,15419.500897500002,21949.9383630625,58.737671202434036,13866.666666666666,8083.2716963958355,21.630701065740748,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,-1349.339701937497,-3.484974831578141,-872.4520669374979,-9.741837622432092,-2.9999747051036696
2025-03-01,2025,3,Mar,Spain,Forecast,11504.300000000001,4.64043125,53384.913229375,22027.858425000002,31357.054804375,58.737671202434036,13866.666666666666,17490.38813770833,32.762792106748726,5180.0,60950.0,11766.4,55312.541375,18736.748233333332,11860.1,-1927.628145625,-3.4849748315781484,-1246.3600956250011,-6.651955185092804,-2.9999747051036585
2025-04-01,2025,4,Apr,Spain,Forecast,13805.16,4.64043125,64061.89587524999,26433.43011,37628.46576524999,58.73767120243403,13866.666666666666,23761.799098583324,37.091938622696276,5180.0,60950.0,11766.4,66375.04964999999,25257.431213333322,14232.119999999999,-2313.153774749997,-3.484974831578145,-1495.6321147499984,-5.9215527585420435,-2.9999747051036585
2025-05-01,2025,5,May,Spain,Forecast,14955.59,4.64043125,69400.3871981875,28636.215952500002,40764.171245687496,58.737671202434036,13866.666666666666,26897.50457902083,38.756994974983805,5180.0,60950.0,11766.4,71906.3037875,28517.772703333336,15418.130000000001,-2505.9165893125028,-3.4849748315781524,-1620.2681243125044,-5.68160824187759,-2.9999747051036696
2025-06-01,2025,6,Jun,Spain,Forecast,12654.73,4.64043125,58723.404552312495,24230.644267500003,34492.760284812495,58.737671202434036,13866.666666666666,20626.09361814583,35.12414475181103,5180.0,60950.0,11766.4,60843.79551249999,21997.08972333333,13046.11,-2120.3909601874984,-3.484974831578146,-1370.9961051874998,-6.232624962806879,-2.9999747051036696
2025-07-01,2025,7,Jul,Spain,Forecast,10353.869999999999,4.64043125,48046.42190643749,19825.0725825,28221.34932393749,58.73767120243403,13866.666666666666,14354.682657270825,29.876694429450357,5180.0,60950.0,11766.4,49781.28723749999,15476.406743333328,10674.09,-1734.8653310625014,-3.484974831578152,-1121.7240860625025,-7.247962040967296,-2.9999747051036807
2025-08-01,2025,8,Aug,Spain,Forecast,8053.010000000001,4.64043125,37369.4392605625,15419.500897500002,21949.9383630625,58.737671202434036,13866.666666666666,8083.2716963958355,21.630701065740748,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,-1349.339701937497,-3.484974831578141,-872.4520669374979,-9.741837622432092,-2.9999747051036696
2025-09-01,2025,9,Sep,Spain,Forecast,6902.58,4.64043125,32030.947937624995,13216.715055,18814.232882624994,58.73767120243403,13866.666666666666,4947.566215958328,15.446206042958515,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,-1156.5768873749985,-3.484974831578145,-747.8160573749992,-13.130217103712095,-2.9999747051036585
2025-10-01,2025,10,Oct,Spain,Forecast,6902.58,4.64043125,32030.947937624995,13216.715055,18814.232882624994,58.73767120243403,13866.666666666666,4947.566215958328,15.446206042958515,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,-1156.5768873749985,-3.484974831578145,-747.8160573749992,-13.130217103712095,-2.9999747051036585
2025-11-01,2025,11,Nov,Spain,Forecast,8053.010000000001,4.64043125,37369.4392605625,15419.500897500002,21949.9383630625,58.737671202434036,13866.666666666666,8083.2716963958355,21.630701065740748,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,-1349.339701937497,-3.484974831578141,-872.4520669374979,-9.741837622432092,-2.9999747051036696
2025-12-01,2025,12,Dec,Spain,Forecast,6902.58,4.64043125,32030.947937624995,13216.715055,18814.232882624994,58.73767120243403,13866.666666666666,4947.566215958328,15.446206042958515,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,-1156.5768873749985,-3.484974831578145,-747.8160573749992,-13.130217103712095,-2.9999747051036585
